Localité;;"T19M3LV [°C]";"T19M3LV [%HR]"
21/08/2022;17:00:00;23,2;51,7
21/08/2022;17:15:00;23,2;52,5
21/08/2022;17:30:00;23,3;53,0
21/08/2022;17:45:00;23,3;53,5
21/08/2022;18:00:00;23,4;54,2
21/08/2022;18:15:00;23,4;54,5
21/08/2022;18:30:00;23,4;54,8
21/08/2022;18:45:00;23,5;55,3
21/08/2022;19:00:00;23,5;55,4
21/08/2022;19:15:00;23,5;55,9
21/08/2022;19:30:00;23,5;56,1
21/08/2022;19:45:00;23,6;56,6
21/08/2022;20:00:00;23,6;56,9
21/08/2022;20:15:00;23,6;57,1
21/08/2022;20:30:00;23,6;57,3
21/08/2022;20:45:00;23,7;57,3
21/08/2022;21:00:00;23,7;57,4
21/08/2022;21:15:00;23,7;57,4
21/08/2022;21:30:00;23,7;57,5
21/08/2022;21:45:00;23,7;57,7
21/08/2022;22:00:00;23,8;57,8
21/08/2022;22:15:00;23,8;57,8
21/08/2022;22:30:00;23,8;57,9
21/08/2022;22:45:00;23,8;58,0
21/08/2022;23:00:00;23,8;58,1
21/08/2022;23:15:00;23,8;58,0
21/08/2022;23:30:00;23,9;58,0
21/08/2022;23:45:00;23,9;58,2
22/08/2022;00:00:00;23,9;58,4
22/08/2022;00:15:00;23,9;58,6
22/08/2022;00:30:00;23,9;58,6
22/08/2022;00:45:00;23,9;58,7
22/08/2022;01:00:00;24,0;58,9
22/08/2022;01:15:00;24,0;59,0
22/08/2022;01:30:00;24,0;59,2
22/08/2022;01:45:00;24,0;59,3
22/08/2022;02:00:00;24,0;59,4
22/08/2022;02:15:00;24,0;59,5
22/08/2022;02:30:00;24,0;59,7
22/08/2022;02:45:00;24,1;59,7
22/08/2022;03:00:00;24,1;59,7
22/08/2022;03:15:00;24,1;59,7
22/08/2022;03:30:00;24,1;59,7
22/08/2022;03:45:00;24,1;59,6
22/08/2022;04:00:00;24,1;59,6
22/08/2022;04:15:00;24,1;59,5
22/08/2022;04:30:00;24,1;59,4
22/08/2022;04:45:00;24,2;59,4
22/08/2022;05:00:00;24,2;59,4
22/08/2022;05:15:00;24,2;59,4
22/08/2022;05:30:00;24,2;59,4
22/08/2022;05:45:00;24,2;59,4
22/08/2022;06:00:00;24,2;59,5
22/08/2022;06:15:00;24,2;59,5
22/08/2022;06:30:00;24,2;59,5
22/08/2022;06:45:00;24,2;59,7
22/08/2022;07:00:00;24,2;59,7
22/08/2022;07:15:00;24,3;59,7
22/08/2022;07:30:00;24,3;59,6
22/08/2022;07:45:00;24,3;59,5
22/08/2022;08:00:00;24,3;59,5
22/08/2022;08:15:00;24,3;60,6
22/08/2022;08:30:00;23,7;56,9
22/08/2022;08:45:00;23,9;62,3
22/08/2022;09:00:00;23,7;60,0
22/08/2022;09:15:00;23,4;55,4
22/08/2022;09:30:00;23,2;56,3
22/08/2022;09:45:00;23,1;52,9
22/08/2022;10:00:00;23,1;55,8
22/08/2022;10:15:00;23,2;53,9
22/08/2022;10:30:00;23,2;54,2
22/08/2022;10:45:00;23,2;52,9
22/08/2022;11:00:00;23,0;53,1
22/08/2022;11:15:00;23,0;53,0
22/08/2022;11:30:00;23,0;54,6
22/08/2022;11:45:00;23,0;53,7
22/08/2022;12:00:00;23,0;55,2
22/08/2022;12:15:00;23,0;59,5
22/08/2022;12:30:00;22,9;56,3
22/08/2022;12:45:00;22,7;55,2
22/08/2022;13:00:00;22,7;54,7
22/08/2022;13:15:00;22,7;58,4
22/08/2022;13:30:00;23,0;61,1
22/08/2022;13:45:00;23,9;63,4
22/08/2022;14:00:00;24,0;60,8
22/08/2022;14:15:00;24,0;61,9
22/08/2022;14:30:00;23,4;59,4
22/08/2022;14:45:00;23,7;59,7
22/08/2022;15:00:00;24,0;59,9
22/08/2022;15:15:00;24,1;62,4
22/08/2022;15:30:00;23,7;62,0
22/08/2022;15:45:00;23,6;60,7
22/08/2022;16:00:00;23,5;60,2
22/08/2022;16:15:00;23,2;56,6
22/08/2022;16:30:00;23,2;59,0
22/08/2022;16:45:00;23,1;58,2
22/08/2022;17:00:00;23,0;55,6
22/08/2022;17:15:00;22,7;55,7
22/08/2022;17:30:00;23,3;57,1
22/08/2022;17:45:00;23,6;57,2
22/08/2022;18:00:00;23,8;58,6
22/08/2022;18:15:00;23,8;59,3
22/08/2022;18:30:00;23,8;59,7
22/08/2022;18:45:00;23,8;60,4
22/08/2022;19:00:00;23,8;60,5
22/08/2022;19:15:00;23,9;60,7
22/08/2022;19:30:00;23,9;60,9
22/08/2022;19:45:00;23,9;61,1
22/08/2022;20:00:00;23,9;61,1
22/08/2022;20:15:00;23,9;61,2
22/08/2022;20:30:00;24,0;61,2
22/08/2022;20:45:00;24,0;61,1
22/08/2022;21:00:00;24,0;60,9
22/08/2022;21:15:00;24,0;60,8
22/08/2022;21:30:00;24,0;60,9
22/08/2022;21:45:00;24,0;60,9
22/08/2022;22:00:00;24,0;60,9
22/08/2022;22:15:00;24,1;60,8
22/08/2022;22:30:00;24,1;60,9
22/08/2022;22:45:00;24,1;61,0
22/08/2022;23:00:00;24,1;60,8
22/08/2022;23:15:00;24,1;60,8
22/08/2022;23:30:00;24,1;60,9
22/08/2022;23:45:00;24,1;60,8
23/08/2022;00:00:00;24,2;60,7
23/08/2022;00:15:00;24,1;60,8
23/08/2022;00:30:00;24,2;60,7
23/08/2022;00:45:00;24,2;60,7
23/08/2022;01:00:00;24,2;60,7
23/08/2022;01:15:00;24,2;60,7
23/08/2022;01:30:00;24,2;60,7
23/08/2022;01:45:00;24,2;60,8
23/08/2022;02:00:00;24,2;60,7
23/08/2022;02:15:00;24,2;60,7
23/08/2022;02:30:00;24,3;60,8
23/08/2022;02:45:00;24,3;60,9
23/08/2022;03:00:00;24,3;60,9
23/08/2022;03:15:00;24,3;60,9
23/08/2022;03:30:00;24,3;60,9
23/08/2022;03:45:00;24,3;60,9
23/08/2022;04:00:00;24,3;60,8
23/08/2022;04:15:00;24,3;60,7
23/08/2022;04:30:00;24,3;60,8
23/08/2022;04:45:00;24,3;60,7
23/08/2022;05:00:00;24,3;60,8
23/08/2022;05:15:00;24,3;60,7
23/08/2022;05:30:00;24,3;60,8
23/08/2022;05:45:00;24,3;60,9
23/08/2022;06:00:00;24,3;60,8
23/08/2022;06:15:00;24,3;60,9
23/08/2022;06:30:00;24,4;60,9
23/08/2022;06:45:00;24,4;60,8
23/08/2022;07:00:00;24,4;60,8
23/08/2022;07:15:00;24,4;60,9
23/08/2022;07:30:00;24,4;60,8
23/08/2022;07:45:00;24,4;61,0
23/08/2022;08:00:00;24,4;61,0
23/08/2022;08:15:00;24,4;60,9
23/08/2022;08:30:00;24,4;61,0
23/08/2022;08:45:00;24,4;60,9
23/08/2022;09:00:00;24,1;59,4
23/08/2022;09:15:00;23,5;57,3
23/08/2022;09:30:00;23,3;57,9
23/08/2022;09:45:00;23,8;57,1
23/08/2022;10:00:00;23,8;59,1
23/08/2022;10:15:00;23,6;58,0
23/08/2022;10:30:00;23,5;59,4
23/08/2022;10:45:00;23,3;56,5
23/08/2022;11:00:00;23,3;57,9
23/08/2022;11:15:00;23,5;58,1
23/08/2022;11:30:00;23,4;57,6
23/08/2022;11:45:00;23,1;54,3
23/08/2022;12:00:00;23,0;54,6
23/08/2022;12:15:00;23,1;53,3
23/08/2022;12:30:00;22,9;51,5
23/08/2022;12:45:00;22,9;52,8
23/08/2022;13:00:00;22,8;51,1
23/08/2022;13:15:00;22,7;52,6
23/08/2022;13:30:00;22,9;52,4
23/08/2022;13:45:00;23,0;53,9
23/08/2022;14:00:00;22,9;51,3
23/08/2022;14:15:00;22,9;52,0
23/08/2022;14:30:00;22,8;50,7
23/08/2022;14:45:00;22,8;51,1
23/08/2022;15:00:00;22,8;51,6
23/08/2022;15:15:00;23,4;52,2
23/08/2022;15:30:00;23,8;54,7
23/08/2022;15:45:00;23,5;54,4
23/08/2022;16:00:00;23,3;55,1
23/08/2022;16:15:00;23,2;53,9
23/08/2022;16:30:00;23,2;54,2
23/08/2022;16:45:00;23,1;54,6
23/08/2022;17:00:00;23,2;53,6
23/08/2022;17:15:00;23,2;55,2
23/08/2022;17:30:00;23,3;53,6
23/08/2022;17:45:00;23,4;54,9
23/08/2022;18:00:00;23,3;53,0
23/08/2022;18:15:00;23,5;55,2
23/08/2022;18:30:00;23,6;55,6
23/08/2022;18:45:00;23,9;55,0
23/08/2022;19:00:00;24,0;55,0
23/08/2022;19:15:00;24,1;55,2
23/08/2022;19:30:00;24,1;55,4
23/08/2022;19:45:00;24,2;55,7
23/08/2022;20:00:00;24,2;55,8
23/08/2022;20:15:00;24,3;56,0
23/08/2022;20:30:00;24,3;56,1
23/08/2022;20:45:00;24,3;56,2
23/08/2022;21:00:00;24,3;56,4
23/08/2022;21:15:00;24,4;56,5
23/08/2022;21:30:00;24,4;56,6
23/08/2022;21:45:00;24,4;56,7
23/08/2022;22:00:00;24,4;56,7
23/08/2022;22:15:00;24,4;56,7
23/08/2022;22:30:00;24,4;56,8
23/08/2022;22:45:00;24,5;56,8
23/08/2022;23:00:00;24,5;57,0
23/08/2022;23:15:00;24,5;57,1
23/08/2022;23:30:00;24,5;57,2
23/08/2022;23:45:00;24,5;57,2
24/08/2022;00:00:00;24,5;57,3
24/08/2022;00:15:00;24,5;57,3
24/08/2022;00:30:00;24,6;57,3
24/08/2022;00:45:00;24,6;57,3
24/08/2022;01:00:00;24,6;57,3
24/08/2022;01:15:00;24,6;57,3
24/08/2022;01:30:00;24,6;57,5
24/08/2022;01:45:00;24,6;57,5
24/08/2022;02:00:00;24,6;57,5
24/08/2022;02:15:00;24,6;57,6
24/08/2022;02:30:00;24,6;57,7
24/08/2022;02:45:00;24,7;57,7
24/08/2022;03:00:00;24,7;57,7
24/08/2022;03:15:00;24,7;57,7
24/08/2022;03:30:00;24,7;57,7
24/08/2022;03:45:00;24,7;57,8
24/08/2022;04:00:00;24,7;57,9
24/08/2022;04:15:00;24,7;58,0
24/08/2022;04:30:00;24,7;58,0
24/08/2022;04:45:00;24,7;57,9
24/08/2022;05:00:00;24,7;58,1
24/08/2022;05:15:00;24,7;58,1
24/08/2022;05:30:00;24,7;58,1
24/08/2022;05:45:00;24,7;58,1
24/08/2022;06:00:00;24,7;58,1
24/08/2022;06:15:00;24,7;58,0
24/08/2022;06:30:00;24,8;58,0
24/08/2022;06:45:00;24,8;58,1
24/08/2022;07:00:00;24,8;58,0
24/08/2022;07:15:00;24,8;58,0
24/08/2022;07:30:00;24,8;58,1
24/08/2022;07:45:00;24,8;58,1
24/08/2022;08:00:00;24,8;58,0
24/08/2022;08:15:00;24,8;58,1
24/08/2022;08:30:00;24,8;58,1
24/08/2022;08:45:00;24,8;59,1
24/08/2022;09:00:00;24,0;56,6
24/08/2022;09:15:00;23,8;54,0
24/08/2022;09:30:00;23,7;54,7
24/08/2022;09:45:00;23,7;52,2
24/08/2022;10:00:00;23,6;53,2
24/08/2022;10:15:00;23,8;54,9
24/08/2022;10:30:00;23,9;53,8
24/08/2022;10:45:00;23,7;51,7
24/08/2022;11:00:00;23,7;53,2
24/08/2022;11:15:00;23,6;51,5
24/08/2022;11:30:00;23,6;52,0
24/08/2022;11:45:00;23,5;51,3
24/08/2022;12:00:00;23,5;51,3
24/08/2022;12:15:00;23,5;52,0
24/08/2022;12:30:00;23,4;50,2
24/08/2022;12:45:00;23,4;52,6
24/08/2022;13:00:00;23,4;51,0
24/08/2022;13:15:00;23,4;52,3
24/08/2022;13:30:00;23,4;50,5
24/08/2022;13:45:00;23,4;50,9
24/08/2022;14:00:00;23,4;50,7
24/08/2022;14:15:00;23,5;50,7
24/08/2022;14:30:00;23,4;51,1
24/08/2022;14:45:00;23,4;50,4
24/08/2022;15:00:00;23,4;51,6
24/08/2022;15:15:00;23,4;49,8
24/08/2022;15:30:00;23,4;50,9
24/08/2022;15:45:00;23,4;49,9
24/08/2022;16:00:00;23,4;50,0
24/08/2022;16:15:00;23,8;51,7
24/08/2022;16:30:00;24,1;52,0
24/08/2022;16:45:00;24,3;53,5
24/08/2022;17:00:00;24,4;54,4
24/08/2022;17:15:00;24,3;51,5
24/08/2022;17:30:00;24,1;50,6
24/08/2022;17:45:00;24,2;52,0
24/08/2022;18:00:00;24,2;52,7
24/08/2022;18:15:00;24,3;52,9
24/08/2022;18:30:00;24,3;53,2
24/08/2022;18:45:00;24,3;53,6
24/08/2022;19:00:00;24,4;53,8
24/08/2022;19:15:00;24,4;54,1
24/08/2022;19:30:00;24,4;54,4
24/08/2022;19:45:00;24,4;54,6
24/08/2022;20:00:00;24,4;54,8
24/08/2022;20:15:00;24,4;55,1
24/08/2022;20:30:00;24,4;55,3
24/08/2022;20:45:00;24,5;55,5
24/08/2022;21:00:00;24,5;55,6
24/08/2022;21:15:00;24,5;55,7
24/08/2022;21:30:00;24,5;55,9
24/08/2022;21:45:00;24,5;56,0
24/08/2022;22:00:00;24,5;56,1
24/08/2022;22:15:00;24,6;56,2
24/08/2022;22:30:00;24,6;56,4
24/08/2022;22:45:00;24,6;56,4
24/08/2022;23:00:00;24,6;56,4
24/08/2022;23:15:00;24,6;56,6
24/08/2022;23:30:00;24,6;56,7
24/08/2022;23:45:00;24,6;56,9
25/08/2022;00:00:00;24,6;57,0
25/08/2022;00:15:00;24,6;57,1
25/08/2022;00:30:00;24,6;57,1
25/08/2022;00:45:00;24,7;57,2
25/08/2022;01:00:00;24,7;57,2
25/08/2022;01:15:00;24,7;57,2
25/08/2022;01:30:00;24,7;57,3
25/08/2022;01:45:00;24,7;57,2
25/08/2022;02:00:00;24,7;57,5
25/08/2022;02:15:00;24,7;57,4
25/08/2022;02:30:00;24,7;57,6
25/08/2022;02:45:00;24,7;57,7
25/08/2022;03:00:00;24,7;57,9
25/08/2022;03:15:00;24,7;58,0
25/08/2022;03:30:00;24,7;58,1
25/08/2022;03:45:00;24,7;58,3
25/08/2022;04:00:00;24,7;58,2
25/08/2022;04:15:00;24,7;58,3
25/08/2022;04:30:00;24,7;58,4
25/08/2022;04:45:00;24,6;58,4
25/08/2022;05:00:00;24,7;58,5
25/08/2022;05:15:00;24,7;58,5
25/08/2022;05:30:00;24,8;58,5
25/08/2022;05:45:00;24,8;58,6
25/08/2022;06:00:00;24,8;58,7
25/08/2022;06:15:00;24,7;58,7
25/08/2022;06:30:00;24,8;58,8
25/08/2022;06:45:00;24,8;58,9
25/08/2022;07:00:00;24,8;59,0
25/08/2022;07:15:00;24,8;59,1
25/08/2022;07:30:00;24,8;59,2
25/08/2022;07:45:00;24,8;59,4
25/08/2022;08:00:00;24,8;59,7
25/08/2022;08:15:00;24,8;59,9
25/08/2022;08:30:00;24,8;60,1
25/08/2022;08:45:00;24,8;61,1
25/08/2022;09:00:00;24,3;58,3
25/08/2022;09:15:00;24,2;58,8
25/08/2022;09:30:00;24,1;59,2
25/08/2022;09:45:00;24,1;57,9
25/08/2022;10:00:00;24,0;60,0
25/08/2022;10:15:00;24,0;58,4
25/08/2022;10:30:00;24,1;59,5
25/08/2022;10:45:00;24,5;60,1
25/08/2022;11:00:00;24,6;60,1
25/08/2022;11:15:00;24,7;60,6
25/08/2022;11:30:00;24,9;60,4
25/08/2022;11:45:00;24,8;61,7
25/08/2022;12:00:00;24,3;58,7
25/08/2022;12:15:00;24,1;59,6
25/08/2022;12:30:00;24,0;57,6
25/08/2022;12:45:00;24,0;58,3
25/08/2022;13:00:00;24,0;57,5
25/08/2022;13:15:00;23,9;57,1
25/08/2022;13:30:00;23,9;57,4
25/08/2022;13:45:00;23,9;56,1
25/08/2022;14:00:00;23,8;57,4
25/08/2022;14:15:00;23,8;57,0
25/08/2022;14:30:00;24,3;57,5
25/08/2022;14:45:00;24,5;57,1
25/08/2022;15:00:00;24,6;57,3
25/08/2022;15:15:00;24,6;57,0
25/08/2022;15:30:00;24,7;56,7
25/08/2022;15:45:00;24,8;56,4
25/08/2022;16:00:00;24,9;57,0
25/08/2022;16:15:00;25,0;56,8
25/08/2022;16:30:00;24,8;56,6
25/08/2022;16:45:00;24,8;57,0
25/08/2022;17:00:00;24,8;57,2
25/08/2022;17:15:00;24,8;56,8
25/08/2022;17:30:00;24,7;57,1
25/08/2022;17:45:00;24,7;57,1
25/08/2022;18:00:00;24,8;57,9
25/08/2022;18:15:00;24,9;59,3
25/08/2022;18:30:00;24,9;58,8
25/08/2022;18:45:00;24,9;58,5
25/08/2022;19:00:00;24,9;58,9
25/08/2022;19:15:00;24,9;59,1
25/08/2022;19:30:00;24,9;59,4
25/08/2022;19:45:00;24,9;59,4
25/08/2022;20:00:00;24,9;59,5
25/08/2022;20:15:00;24,9;59,6
25/08/2022;20:30:00;24,9;59,8
25/08/2022;20:45:00;24,9;59,9
25/08/2022;21:00:00;24,9;59,9
25/08/2022;21:15:00;24,9;59,9
25/08/2022;21:30:00;24,9;59,9
25/08/2022;21:45:00;24,9;59,8
25/08/2022;22:00:00;24,9;59,7
25/08/2022;22:15:00;24,9;59,7
25/08/2022;22:30:00;24,9;59,8
25/08/2022;22:45:00;24,9;59,9
25/08/2022;23:00:00;24,9;59,9
25/08/2022;23:15:00;24,9;59,9
25/08/2022;23:30:00;24,9;59,9
25/08/2022;23:45:00;24,9;59,9
26/08/2022;00:00:00;24,9;59,9
26/08/2022;00:15:00;24,9;59,9
26/08/2022;00:30:00;25,0;59,7
26/08/2022;00:45:00;25,0;59,6
26/08/2022;01:00:00;25,0;59,6
26/08/2022;01:15:00;25,0;59,7
26/08/2022;01:30:00;25,0;59,9
26/08/2022;01:45:00;25,0;60,1
26/08/2022;02:00:00;25,0;60,1
26/08/2022;02:15:00;25,0;60,1
26/08/2022;02:30:00;25,0;60,4
26/08/2022;02:45:00;25,0;60,5
26/08/2022;03:00:00;25,0;60,6
26/08/2022;03:15:00;25,0;60,6
26/08/2022;03:30:00;25,0;60,7
26/08/2022;03:45:00;25,0;60,7
26/08/2022;04:00:00;25,0;60,8
26/08/2022;04:15:00;25,0;60,8
26/08/2022;04:30:00;25,0;60,7
26/08/2022;04:45:00;25,0;60,7
26/08/2022;05:00:00;25,0;60,8
26/08/2022;05:15:00;24,9;60,7
26/08/2022;05:30:00;25,0;60,7
26/08/2022;05:45:00;24,9;60,7
26/08/2022;06:00:00;25,0;60,8
26/08/2022;06:15:00;25,0;61,0
26/08/2022;06:30:00;24,9;61,1
26/08/2022;06:45:00;25,0;61,2
26/08/2022;07:00:00;25,0;61,2
26/08/2022;07:15:00;24,9;61,1
26/08/2022;07:30:00;24,9;61,1
26/08/2022;07:45:00;24,9;61,1
26/08/2022;08:00:00;24,9;61,1
26/08/2022;08:15:00;24,9;61,1
26/08/2022;08:30:00;24,8;60,7
26/08/2022;08:45:00;24,3;61,0
26/08/2022;09:00:00;24,1;62,2
26/08/2022;09:15:00;23,9;57,1
26/08/2022;09:30:00;23,9;55,0
26/08/2022;09:45:00;24,0;56,5
26/08/2022;10:00:00;24,0;58,8
26/08/2022;10:15:00;24,0;57,4
26/08/2022;10:30:00;23,8;55,9
26/08/2022;10:45:00;24,1;56,9
26/08/2022;11:00:00;24,4;56,5
26/08/2022;11:15:00;24,5;57,1
26/08/2022;11:30:00;24,6;57,3
26/08/2022;11:45:00;24,6;58,4
26/08/2022;12:00:00;24,7;58,6
26/08/2022;12:15:00;24,7;59,8
26/08/2022;12:30:00;24,7;59,5
26/08/2022;12:45:00;24,7;60,2
26/08/2022;13:00:00;24,8;60,6
26/08/2022;13:15:00;24,8;61,1
26/08/2022;13:30:00;24,9;61,5
26/08/2022;13:45:00;24,9;61,3
26/08/2022;14:00:00;24,5;57,6
26/08/2022;14:15:00;24,0;57,3
26/08/2022;14:30:00;23,8;54,7
26/08/2022;14:45:00;23,7;54,6
26/08/2022;15:00:00;24,1;56,2
26/08/2022;15:15:00;23,9;54,1
26/08/2022;15:30:00;23,7;54,8
26/08/2022;15:45:00;23,7;55,6
26/08/2022;16:00:00;23,8;57,7
26/08/2022;16:15:00;23,7;55,3
26/08/2022;16:30:00;23,6;55,7
26/08/2022;16:45:00;23,6;56,0
26/08/2022;17:00:00;23,6;56,7
26/08/2022;17:15:00;23,6;57,4
26/08/2022;17:30:00;23,6;56,6
26/08/2022;17:45:00;23,6;58,3
26/08/2022;18:00:00;23,5;56,5
26/08/2022;18:15:00;23,9;58,8
26/08/2022;18:30:00;24,3;58,6
26/08/2022;18:45:00;24,4;58,2
26/08/2022;19:00:00;24,4;58,1
26/08/2022;19:15:00;24,5;58,2
26/08/2022;19:30:00;24,5;58,3
26/08/2022;19:45:00;24,5;58,4
26/08/2022;20:00:00;24,5;58,6
26/08/2022;20:15:00;24,6;58,7
26/08/2022;20:30:00;24,6;58,8
26/08/2022;20:45:00;24,6;58,9
26/08/2022;21:00:00;24,6;59,0
26/08/2022;21:15:00;24,6;59,2
26/08/2022;21:30:00;24,6;59,4
26/08/2022;21:45:00;24,6;59,4
26/08/2022;22:00:00;24,6;59,4
26/08/2022;22:15:00;24,6;59,5
26/08/2022;22:30:00;24,7;59,5
26/08/2022;22:45:00;24,7;59,5
26/08/2022;23:00:00;24,7;59,4
26/08/2022;23:15:00;24,7;59,4
26/08/2022;23:30:00;24,7;59,4
26/08/2022;23:45:00;24,7;59,5
27/08/2022;00:00:00;24,7;59,4
27/08/2022;00:15:00;24,7;59,4
27/08/2022;00:30:00;24,7;59,5
27/08/2022;00:45:00;24,7;59,6
27/08/2022;01:00:00;24,7;59,6
27/08/2022;01:15:00;24,7;59,6
27/08/2022;01:30:00;24,7;59,6
27/08/2022;01:45:00;24,7;59,6
27/08/2022;02:00:00;24,7;59,7
27/08/2022;02:15:00;24,7;59,7
27/08/2022;02:30:00;24,7;59,7
27/08/2022;02:45:00;24,7;59,7
27/08/2022;03:00:00;24,8;59,8
27/08/2022;03:15:00;24,7;59,8
27/08/2022;03:30:00;24,8;59,8
27/08/2022;03:45:00;24,8;59,9
27/08/2022;04:00:00;24,8;59,9
27/08/2022;04:15:00;24,8;59,9
27/08/2022;04:30:00;24,8;60,0
27/08/2022;04:45:00;24,8;60,0
27/08/2022;05:00:00;24,7;60,1
27/08/2022;05:15:00;24,8;60,2
27/08/2022;05:30:00;24,8;60,2
27/08/2022;05:45:00;24,8;60,3
27/08/2022;06:00:00;24,8;60,4
27/08/2022;06:15:00;24,8;60,4
27/08/2022;06:30:00;24,8;60,4
27/08/2022;06:45:00;24,8;60,5
27/08/2022;07:00:00;24,8;60,8
27/08/2022;07:15:00;24,8;60,8
27/08/2022;07:30:00;24,8;60,8
27/08/2022;07:45:00;24,8;60,9
27/08/2022;08:00:00;24,8;61,0
27/08/2022;08:15:00;24,8;61,1
27/08/2022;08:30:00;24,8;61,1
27/08/2022;08:45:00;24,8;61,1
27/08/2022;09:00:00;24,8;60,9
27/08/2022;09:15:00;24,9;61,5
27/08/2022;09:30:00;24,8;61,6
27/08/2022;09:45:00;24,8;61,5
27/08/2022;10:00:00;24,8;61,4
27/08/2022;10:15:00;24,6;59,0
27/08/2022;10:30:00;23,7;57,4
27/08/2022;10:45:00;23,5;54,7
27/08/2022;11:00:00;23,3;54,1
27/08/2022;11:15:00;23,2;52,5
27/08/2022;11:30:00;23,0;53,4
27/08/2022;11:45:00;23,0;50,8
27/08/2022;12:00:00;22,8;51,2
27/08/2022;12:15:00;22,8;50,7
27/08/2022;12:30:00;22,6;49,3
27/08/2022;12:45:00;22,6;51,0
27/08/2022;13:00:00;22,6;49,5
27/08/2022;13:15:00;22,4;48,5
27/08/2022;13:30:00;22,3;48,2
27/08/2022;13:45:00;22,3;48,5
27/08/2022;14:00:00;22,2;47,9
27/08/2022;14:15:00;22,3;47,1
27/08/2022;14:30:00;22,2;47,5
27/08/2022;14:45:00;22,1;47,4
27/08/2022;15:00:00;22,1;50,4
27/08/2022;15:15:00;22,1;51,9
27/08/2022;15:30:00;22,0;50,0
27/08/2022;15:45:00;22,1;50,5
27/08/2022;16:00:00;22,6;50,1
27/08/2022;16:15:00;23,2;50,1
27/08/2022;16:30:00;23,4;51,0
27/08/2022;16:45:00;23,6;51,3
27/08/2022;17:00:00;23,7;51,6
27/08/2022;17:15:00;23,8;52,1
27/08/2022;17:30:00;23,8;52,5
27/08/2022;17:45:00;23,9;53,1
27/08/2022;18:00:00;23,9;53,4
27/08/2022;18:15:00;24,0;54,0
27/08/2022;18:30:00;24,0;54,6
27/08/2022;18:45:00;24,0;54,9
27/08/2022;19:00:00;24,0;55,2
27/08/2022;19:15:00;24,1;55,4
27/08/2022;19:30:00;24,1;55,8
27/08/2022;19:45:00;24,1;55,8
27/08/2022;20:00:00;24,1;55,8
27/08/2022;20:15:00;24,1;55,8
27/08/2022;20:30:00;24,2;55,8
27/08/2022;20:45:00;24,2;55,8
27/08/2022;21:00:00;24,2;55,8
27/08/2022;21:15:00;24,2;55,9
27/08/2022;21:30:00;24,2;56,0
27/08/2022;21:45:00;24,2;56,2
27/08/2022;22:00:00;24,3;56,2
27/08/2022;22:15:00;24,3;56,3
27/08/2022;22:30:00;24,3;56,4
27/08/2022;22:45:00;24,3;56,5
27/08/2022;23:00:00;24,3;56,5
27/08/2022;23:15:00;24,3;56,7
27/08/2022;23:30:00;24,3;56,8
27/08/2022;23:45:00;24,3;56,8
28/08/2022;00:00:00;24,3;56,9
28/08/2022;00:15:00;24,4;56,9
28/08/2022;00:30:00;24,4;57,0
28/08/2022;00:45:00;24,4;57,1
28/08/2022;01:00:00;24,4;57,2
28/08/2022;01:15:00;24,4;57,3
28/08/2022;01:30:00;24,4;57,3
28/08/2022;01:45:00;24,4;57,4
28/08/2022;02:00:00;24,4;57,4
28/08/2022;02:15:00;24,4;57,5
28/08/2022;02:30:00;24,4;57,6
28/08/2022;02:45:00;24,4;57,6
28/08/2022;03:00:00;24,5;57,6
28/08/2022;03:15:00;24,5;57,7
28/08/2022;03:30:00;24,5;57,7
28/08/2022;03:45:00;24,5;57,8
28/08/2022;04:00:00;24,5;57,7
28/08/2022;04:15:00;24,5;57,9
28/08/2022;04:30:00;24,5;57,8
28/08/2022;04:45:00;24,5;57,8
28/08/2022;05:00:00;24,5;57,8
28/08/2022;05:15:00;24,5;57,8
28/08/2022;05:30:00;24,5;58,0
28/08/2022;05:45:00;24,5;58,1
28/08/2022;06:00:00;24,5;58,2
28/08/2022;06:15:00;24,5;58,4
28/08/2022;06:30:00;24,5;58,4
28/08/2022;06:45:00;24,5;58,5
28/08/2022;07:00:00;24,5;58,6
28/08/2022;07:15:00;24,5;58,7
28/08/2022;07:30:00;24,5;58,8
28/08/2022;07:45:00;24,5;58,7
28/08/2022;08:00:00;24,5;58,6
28/08/2022;08:15:00;24,5;58,7
28/08/2022;08:30:00;24,5;58,7
28/08/2022;08:45:00;24,6;58,8
28/08/2022;09:00:00;24,5;58,9
28/08/2022;09:15:00;24,6;58,9
28/08/2022;09:30:00;24,6;58,9
28/08/2022;09:45:00;24,6;59,0
28/08/2022;10:00:00;24,6;59,1
28/08/2022;10:15:00;24,6;59,0
28/08/2022;10:30:00;24,6;59,0
28/08/2022;10:45:00;24,6;59,0
28/08/2022;11:00:00;24,6;58,9
28/08/2022;11:15:00;24,6;58,8
28/08/2022;11:30:00;24,6;58,9
28/08/2022;11:45:00;24,2;56,5
28/08/2022;12:00:00;23,5;56,6
28/08/2022;12:15:00;23,3;52,8
28/08/2022;12:30:00;23,2;53,9
28/08/2022;12:45:00;23,1;51,1
28/08/2022;13:00:00;23,0;52,8
28/08/2022;13:15:00;22,9;49,8
28/08/2022;13:30:00;22,8;50,8
28/08/2022;13:45:00;22,8;51,0
28/08/2022;14:00:00;22,7;49,1
28/08/2022;14:15:00;22,6;50,6
28/08/2022;14:30:00;22,6;48,9
28/08/2022;14:45:00;22,5;49,4
28/08/2022;15:00:00;22,5;50,3
